battery_voltage,engine_temp,vibration,vehicle_age_days,failure
12.798685661204493,85.76240317977297,0.2321505269512778,974,0
12.544694279531527,85.46585891616147,0.2694500536946347,2277,0
12.859075415240277,72.04356827369985,0.2402618938954857,1295,0
13.20921194256321,86.69909808298563,0.31104180469461196,1292,0
12.506338650110665,97.32829081821745,0.41971785314619126,2380,0
12.506345217220327,77.25767880923205,0.22289578428587953,1218,0
13.231685126202956,100.48482651050593,0.4000820497768414,2815,0
12.906973891661163,94.87774821084338,0.2218327927653112,205,0
12.412210245626019,82.65766678028962,0.21523727875031157,1082,0
12.817024017434386,88.58470362662153,0.3818594618343213,2754,0
12.414632922875015,105.98321807641034,0.39219363780076166,2612,0
12.413708098571897,97.33547813505866,0.3851409936762654,1347,0
12.696784908626412,90.08783654898147,0.16842025917818587,506,0
11.834687902136881,87.62316683039016,0.2534049021927949,2460,0
11.910032866994786,90.7660907045166,0.38229885920033213,2633,0
12.37508498830361,84.88236442057696,0.30415418405638944,1745,0
12.19486755186623,68.95250494280985,0.19263071538025356,1704,0
12.725698933038109,110.42177910534731,0.34583179391254415,363,1
12.236790369791516,91.55324999199401,0.22851927410085293,1301,0
12.035078519465882,93.98147265122537,0.4794524848392212,1294,0
13.186259507568622,89.42092250123092,0.45448414624182587,2975,0
12.509689479805385,82.64883199275413,0.3604097426355567,960,0
12.62701128187517,88.1407551905123,0.4361006704769773,714,0
12.030100725514616,74.00605237805689,0.3064791350123381,590,0
12.382246910189927,112.77086498053305,0.3765437494375016,152,1
12.644369035883946,77.65488001577604,0.44777202953020745,1088,0
12.139602569031078,79.6803371615282,0.32454986817943127,2695,0
12.750279207338268,85.597407956136,0.27448128284857165,869,0
12.359744524032477,102.88075724852378,0.12953780418228839,445,0
12.48332250008269,90.14508999262654,0.2916866474278506,737,0
12.35931735510824,77.63864203969538,0.3823423184562311,2714,0
13.340911273803576,102.54338360757339,0.39456334275676297,376,0
12.594601110104826,97.31000626785482,0.350436506571841,2114,0
12.176915628417639,95.38434957216452,0.245870090503776,1753,0
12.929017964841275,97.1573424117084,0.10231784310524092,2589,0
12.11166254001159,113.9436190058245,0.2504784901995265,878,1
12.683545438001902,111.85094895036113,0.26956551289460484,564,1
11.816131950448089,83.13284656996704,0.26870710328099856,2987,0
12.068725580440628,106.23884992811152,0.36185563569779244,2850,0
12.678744494347649,93.83168189758901,0.498567641101484,1759,0
12.895386631998164,94.99095816137749,0.3123529201841093,1931,0
12.668547312475988,73.07729168356671,0.2783268210843538,693,0
12.553740687044703,88.29614234611805,0.27407781869959075,1071,0
12.479558521764284,81.87176409663435,0.3124384766907714,56,0
12.00859120385303,98.28058814893309,0.21717062396516007,2613,0
12.312062316642116,100.71080500402805,0.3120198558746055,1082,0
12.415744491616085,69.25513648983689,0.34508123363318,1704,0
